Gene_ID	Gene_Name	TSS_ID	TSS_Locus	Strand	Max_Expr	RE_Locus	Max_Hist	Distance	Closest_Locus	Closest_TSS	Histone	Correlation	Correlation_P_Value	Distance_P_Value	CnD_P_Value	Q_Value
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:45066431-45066634	21.17	-219423	F	F	H3k27ac	0.79970	4.628e-03	4.390e-01	1.463e-02	6.286e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:45132033-45132841	21.22	-285025	F	F	H3k27ac	0.79674	4.628e-03	5.704e-01	1.831e-02	6.803e-01
ENSG00000160214.6	RRP1	ENST00000291569.5	chr21:45209446-45209446	+	150.09	chr21:45005897-45006413	23.97	-203033	F	F	H3k27ac	-0.79556	4.628e-03	4.064e-01	1.368e-02	6.215e-01
ENSG00000142192.13	APP	ENST00000359726.3	chr21:27543138-27543138	-	164.48	chr21:27512409-27512948	5.36	30190	F	F	H3k27ac	0.80427	4.628e-03	6.089e-02	2.585e-03	3.300e-01
ENSG00000173638.12	SLC19A1	ENST00000380010.4	chr21:46962385-46962385	-	26.00	chr21:46749984-46750391	21.37	211994	F	F	H3k27ac	0.80566	4.628e-03	4.242e-01	1.420e-02	6.215e-01
ENSG00000173638.12	SLC19A1	ENST00000380014.2	chr21:46962351-46962351	-	27.06	chr21:46749984-46750391	21.37	211960	F	F	H3k27ac	0.80311	4.628e-03	4.242e-01	1.420e-02	6.215e-01
ENSG00000160201.7	U2AF1	ENST00000380276.2	chr21:44527675-44527675	-	622.77	chr21:44884987-44885252	2.93	-357312	F	F	H3k27ac	-0.80240	4.628e-03	7.147e-01	2.220e-02	7.116e-01
ENSG00000160201.7	U2AF1	ENST00000398137.1	chr21:44527688-44527688	-	575.88	chr21:45010043-45010582	2.39	-482355	F	F	H3k27ac	-0.80226	4.628e-03	9.647e-01	2.863e-02	7.610e-01
ENSG00000160214.6	RRP1	ENST00000400387.3	chr21:45209457-45209457	+	151.00	chr21:45005897-45006413	23.97	-203044	F	F	H3k27ac	-0.80079	4.628e-03	4.064e-01	1.369e-02	6.215e-01
ENSG00000183255.6	PTTG1IP	ENST00000423073.2	chr21:46293650-46293650	-	249.00	chr21:46785643-46786182	37.12	-491993	F	F	H3k27ac	0.80564	4.628e-03	9.840e-01	2.911e-02	7.646e-01
ENSG00000160199.7	PKNOX1	ENST00000432907.2	chr21:44394751-44394751	+	14.76	chr21:44764160-44764667	7.42	369409	F	F	H3k27ac	0.80590	4.628e-03	7.390e-01	2.284e-02	7.212e-01
ENSG00000215386.5	C21orf34	ENST00000435697.1	chr21:17791752-17791752	+	9.78	chr21:17566158-17566697	43.99	-225055	F	F	H3k27ac	0.79713	4.628e-03	4.504e-01	1.495e-02	6.286e-01
ENSG00000159147.12	DONSON	ENST00000437395.1	chr21:34960940-34960940	-	23.12	chr21:34790034-34790174	0.00	170766	F	F	H3k27ac	-0.80655	4.628e-03	3.416e-01	1.178e-02	6.215e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:44917912-44918451	14.10	-230347	F	F	H3k27ac	-0.80574	4.628e-03	4.610e-01	1.525e-02	6.286e-01
ENSG00000159261.6	CLDN14	ENST00000478313.1	chr21:37915153-37915153	-	15.34	chr21:37843648-37843921	4.79	71232	F	F	H3k27ac	0.80597	4.628e-03	1.427e-01	5.497e-03	5.303e-01
ENSG00000160201.7	U2AF1	ENST00000486519.1	chr21:44527680-44527680	-	614.66	chr21:44884987-44885252	2.93	-357307	F	F	H3k27ac	-0.80465	4.628e-03	7.147e-01	2.220e-02	7.116e-01
ENSG00000160201.7	U2AF1	ENST00000486519.1	chr21:44527680-44527680	-	614.66	chr21:45010043-45010582	2.39	-482363	F	F	H3k27ac	-0.80751	4.628e-03	9.647e-01	2.863e-02	7.610e-01
ENSG00000182093.8	WRB	ENST00000541890.1	chr21:40752280-40752280	+	49.19	chr21:40466936-40467475	5.30	-284805	F	F	H3k27ac	0.80302	4.628e-03	5.698e-01	1.830e-02	6.803e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44835567-44836106	33.68	10902	F	T	H3k27ac	0.79142	5.757e-03	2.233e-02	1.280e-03	2.907e-01
ENSG00000160201.7	U2AF1	ENST00000291552.4	chr21:44527697-44527697	-	450.40	chr21:45011428-45011967	4.34	-483731	F	F	H3k27ac	-0.79021	5.757e-03	9.675e-01	3.448e-02	7.896e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:44752165-44752704	18.69	-396077	F	F	H3k27ac	-0.78471	5.757e-03	7.923e-01	2.915e-02	7.646e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16582513-16582944	15.68	-145192	F	F	H3k27ac	0.78812	5.757e-03	2.907e-01	1.237e-02	6.215e-01
ENSG00000215386.5	C21orf34	ENST00000453910.1	chr21:17791838-17791838	+	10.60	chr21:17566158-17566697	43.99	-225141	F	F	H3k27ac	0.78607	5.757e-03	4.506e-01	1.804e-02	6.803e-01
ENSG00000205581.6	HMGN1	ENST00000491183.1	chr21:40720993-40720993	-	65.27	chr21:40466936-40467475	5.30	253518	F	F	H3k27ac	-0.78542	5.757e-03	5.073e-01	1.996e-02	6.968e-01
ENSG00000183255.6	PTTG1IP	ENST00000480234.1	chr21:46293583-46293583	-	2126.57	chr21:46783931-46784285	16.11	-490348	F	F	H3k27ac	0.78386	5.791e-03	9.807e-01	3.505e-02	7.896e-01
ENSG00000160214.6	RRP1	ENST00000497547.1	chr21:45209394-45209394	+	29.05	chr21:44884987-44885252	2.93	-324142	F	F	H3k27ac	-0.78397	5.791e-03	6.484e-01	2.472e-02	7.417e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44922240-44922750	15.45	-75232	F	F	H3k27ac	0.78055	6.680e-03	1.509e-01	7.963e-03	5.751e-01
ENSG00000160201.7	U2AF1	ENST00000291552.4	chr21:44527697-44527697	-	450.40	chr21:45010043-45010582	2.39	-482346	F	F	H3k27ac	-0.78297	6.680e-03	9.647e-01	3.895e-02	8.157e-01
ENSG00000160214.6	RRP1	ENST00000400387.3	chr21:45209457-45209457	+	151.00	chr21:44936643-44937264	18.84	-272193	F	F	H3k27ac	-0.78123	6.680e-03	5.447e-01	2.407e-02	7.396e-01
ENSG00000142192.13	APP	ENST00000415997.1	chr21:27423348-27423348	-	100.99	chr21:27539128-27539667	52.78	-115780	F	F	H3k27ac	0.78032	6.680e-03	2.320e-01	1.158e-02	6.215e-01
ENSG00000183255.6	PTTG1IP	ENST00000445724.2	chr21:46293606-46293606	-	2134.26	chr21:46783931-46784285	16.11	-490325	F	F	H3k27ac	0.78285	6.680e-03	9.807e-01	3.949e-02	8.211e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:44752165-44752704	18.69	-396090	F	F	H3k27ac	-0.78135	6.680e-03	7.923e-01	3.303e-02	7.850e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:44752165-44752704	18.69	-396094	F	F	H3k27ac	-0.77967	6.680e-03	7.923e-01	3.303e-02	7.850e-01
ENSG00000142192.13	APP	ENST00000491395.1	chr21:27423334-27423334	-	100.83	chr21:27539128-27539667	52.78	-115794	F	F	H3k27ac	0.78008	6.680e-03	2.320e-01	1.158e-02	6.215e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:44761226-44761652	7.42	-387129	F	F	H3k27ac	-0.77811	6.920e-03	7.744e-01	3.338e-02	7.882e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44848098-44848369	33.68	-1090	F	T	H3k27ac	0.77482	7.809e-03	2.450e-03	2.270e-04	2.369e-01
ENSG00000160214.6	RRP1	ENST00000291569.5	chr21:45209446-45209446	+	150.09	chr21:44936643-44937264	18.84	-272182	F	F	H3k27ac	-0.77673	7.809e-03	5.446e-01	2.748e-02	7.506e-01
ENSG00000159216.12	RUNX1	ENST00000358356.5	chr21:36260987-36260987	-	16.86	chr21:36167773-36168312	13.09	92675	F	F	H3k27ac	0.77355	7.809e-03	1.858e-01	1.093e-02	6.215e-01
ENSG00000142207.5	URB1	ENST00000382751.3	chr21:33765335-33765335	-	22.89	chr21:33829738-33830277	16.14	-64403	F	F	H3k27ac	-0.77464	7.809e-03	1.293e-01	7.973e-03	5.751e-01
ENSG00000183255.6	PTTG1IP	ENST00000397887.3	chr21:46293624-46293624	-	2107.64	chr21:46783931-46784285	16.11	-490307	F	F	H3k27ac	0.77569	7.809e-03	9.806e-01	4.497e-02	8.315e-01
ENSG00000205670.6	FAM165B	ENST00000399299.1	chr21:35747799-35747799	+	246.93	chr21:35898945-35899484	35.12	151146	T	F	H3k27ac	-0.77556	7.809e-03	3.027e-01	1.666e-02	6.427e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:44761226-44761652	7.42	-387142	F	F	H3k27ac	-0.77288	7.809e-03	7.744e-01	3.694e-02	8.026e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:44761226-44761652	7.42	-387146	F	F	H3k27ac	-0.77232	7.809e-03	7.744e-01	3.694e-02	8.026e-01
ENSG00000142192.13	APP	ENST00000359726.3	chr21:27543138-27543138	-	164.48	chr21:27539128-27539667	52.78	3471	T	F	H3k27ac	0.76886	7.843e-03	7.477e-03	6.301e-04	2.432e-01
ENSG00000243927.1	MRPS6	ENST00000399312.2	chr21:35445823-35445823	+	34.20	chr21:35898945-35899484	35.12	453122	F	F	H3k27ac	-0.76778	7.843e-03	9.063e-01	4.227e-02	8.315e-01
ENSG00000160214.6	RRP1	ENST00000400387.3	chr21:45209457-45209457	+	151.00	chr21:44914527-44914700	16.37	-294757	F	F	H3k27ac	-0.76941	7.843e-03	5.896e-01	2.949e-02	7.646e-01
ENSG00000183255.6	PTTG1IP	ENST00000423073.2	chr21:46293650-46293650	-	249.00	chr21:46739403-46739942	9.02	-445753	F	F	H3k27ac	0.76768	7.843e-03	8.916e-01	4.170e-02	8.315e-01
ENSG00000205670.6	FAM165B	ENST00000481710.1	chr21:35747779-35747779	+	234.27	chr21:35898945-35899484	35.12	151166	T	F	H3k27ac	-0.76962	7.843e-03	3.027e-01	1.672e-02	6.427e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39649445-39650105	19.22	-5016	T	T	H3k4me3	0.71699	7.971e-03	1.000e+00	4.648e-02	8.362e-01
ENSG00000159216.12	RUNX1	ENST00000358356.5	chr21:36260987-36260987	-	16.86	chr21:36254016-36254555	48.40	6432	T	F	H3k27ac	0.76288	9.998e-03	1.340e-02	1.328e-03	2.907e-01
ENSG00000142188.9	TMEM50B	ENST00000440644.2	chr21:34852233-34852233	-	14.84	chr21:35133809-35134348	19.74	-281576	F	F	H3k27ac	0.76114	9.998e-03	5.634e-01	3.480e-02	7.896e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44630089-44630628	23.98	-235853	F	F	H3k27ac	0.76123	9.998e-03	4.720e-01	2.999e-02	7.646e-01
ENSG00000160214.6	RRP1	ENST00000497547.1	chr21:45209394-45209394	+	29.05	chr21:45029623-45029781	17.91	-179613	F	F	H3k27ac	-0.76117	9.998e-03	3.593e-01	2.381e-02	7.396e-01
ENSG00000160214.6	RRP1	ENST00000291569.5	chr21:45209446-45209446	+	150.09	chr21:44914527-44914700	16.37	-294746	F	F	H3k27ac	-0.75936	1.034e-02	5.896e-01	3.719e-02	8.033e-01
ENSG00000142192.13	APP	ENST00000346798.3	chr21:27542972-27542972	-	18.34	chr21:27539128-27539667	52.78	3305	T	F	H3k27ac	0.75968	1.034e-02	7.145e-03	7.767e-04	2.465e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16583782-16584321	15.68	-146461	F	F	H3k27ac	0.75809	1.034e-02	2.933e-01	2.062e-02	7.003e-01
ENSG00000159147.12	DONSON	ENST00000432378.1	chr21:34961012-34961012	-	37.22	chr21:34790034-34790174	0.00	170838	F	F	H3k27ac	-0.75837	1.034e-02	3.418e-01	2.348e-02	7.342e-01
ENSG00000160209.12	PDXK	ENST00000470029.1	chr21:45139104-45139104	+	13.84	chr21:44835567-44836106	33.68	-302998	F	F	H3k27ac	0.75377	1.171e-02	6.062e-01	4.221e-02	8.315e-01
ENSG00000159200.12	RCAN1	ENST00000481448.1	chr21:35899148-35899148	-	527.54	chr21:36250862-36251096	26.10	-351714	F	F	H3k27ac	0.75300	1.171e-02	7.035e-01	4.776e-02	8.463e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44764160-44764667	7.42	-101814	F	F	H3k27ac	0.75142	1.277e-02	2.040e-01	1.811e-02	6.803e-01
ENSG00000160209.12	PDXK	ENST00000490666.1	chr21:45160897-45160897	+	11.31	chr21:44910390-44910656	4.25	-250241	F	F	H3k27ac	0.75128	1.277e-02	5.006e-01	3.869e-02	8.121e-01
ENSG00000160209.12	PDXK	ENST00000398081.1	chr21:45138975-45138975	+	91.48	chr21:45132033-45132841	21.22	6134	T	T	H3k4me3	0.64943	1.594e-02	1.000e+00	8.192e-02	9.937e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16251253-16251792	13.66	185529	F	F	H3k27ac	0.74907	1.632e-02	3.714e-01	3.702e-02	8.026e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:44922240-44922750	15.45	-226031	F	F	H3k27ac	-0.74361	1.639e-02	4.523e-01	4.378e-02	8.315e-01
ENSG00000215386.5	C21orf34	ENST00000453910.1	chr21:17791838-17791838	+	10.60	chr21:17613837-17614376	12.94	-177462	F	F	H3k27ac	0.74492	1.639e-02	3.553e-01	3.579e-02	7.925e-01
ENSG00000215386.5	C21orf34	ENST00000435697.1	chr21:17791752-17791752	+	9.78	chr21:17936130-17936429	11.58	144378	T	F	H3k27ac	0.74131	1.732e-02	2.890e-01	3.151e-02	7.832e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44832116-44832655	24.82	-33826	F	F	H3k27ac	0.74155	1.732e-02	6.815e-02	9.137e-03	5.751e-01
ENSG00000142192.13	APP	ENST00000456209.1	chr21:27348326-27348326	-	5.80	chr21:27512409-27512948	5.36	-164083	T	F	H3k27ac	0.74141	1.732e-02	3.285e-01	3.510e-02	7.896e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40159471-40159766	31.52	-18109	F	F	H3k27ac	0.73650	1.776e-02	3.650e-02	5.408e-03	5.303e-01
ENSG00000186866.12	POFUT2	ENST00000468360.1	chr21:46707799-46707799	-	32.61	chr21:46847511-46848050	28.68	-139712	F	F	H3k27ac	0.73622	1.810e-02	2.798e-01	3.184e-02	7.850e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44897803-44898291	47.59	-50795	F	F	H3k27ac	0.73347	1.814e-02	1.020e-01	1.349e-02	6.215e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44897803-44898295	47.59	-50795	F	F	H3k27ac	0.72998	1.821e-02	1.020e-01	1.354e-02	6.215e-01
ENSG00000160209.12	PDXK	ENST00000470029.1	chr21:45139104-45139104	+	13.84	chr21:45020575-45020861	28.70	-118243	F	F	H3k27ac	0.72982	1.821e-02	2.367e-01	2.778e-02	7.526e-01
ENSG00000243646.3	IL10RB	ENST00000539894.1	chr21:34638764-34638764	+	8.09	chr21:34659331-34659870	26.71	-20567	T	T	H3k4me3	-0.60992	1.839e-02	1.000e+00	9.189e-02	9.937e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:44922240-44922750	15.45	-226044	F	F	H3k27ac	-0.72536	1.863e-02	4.524e-01	4.867e-02	8.592e-01
ENSG00000160214.6	RRP1	ENST00000497547.1	chr21:45209394-45209394	+	29.05	chr21:45011428-45011967	4.34	-197427	F	F	H3k27ac	-0.72399	1.952e-02	3.952e-01	4.523e-02	8.315e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40159570-40160109	31.52	-17766	F	F	H3k27ac	0.72262	2.058e-02	3.605e-02	6.088e-03	5.303e-01
ENSG00000159147.12	DONSON	ENST00000303071.5	chr21:34961014-34961014	-	35.21	chr21:34790034-34790174	0.00	170840	F	F	H3k27ac	-0.71889	2.060e-02	3.418e-01	4.193e-02	8.315e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45010043-45010582	2.39	-138199	F	F	H3k27ac	-0.72114	2.060e-02	2.768e-01	3.516e-02	7.896e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45011428-45011967	4.34	-136814	F	F	H3k27ac	-0.72043	2.060e-02	2.740e-01	3.487e-02	7.896e-01
ENSG00000186866.12	POFUT2	ENST00000349485.5	chr21:46707813-46707813	-	26.66	chr21:46847511-46848050	28.68	-139698	F	F	H3k27ac	0.71950	2.060e-02	2.798e-01	3.548e-02	7.896e-01
ENSG00000159079.12	C21orf59	ENST00000440966.1	chr21:33984662-33984662	-	268.00	chr21:33805255-33805794	7.25	178868	F	F	H3k27ac	-0.71797	2.060e-02	3.581e-01	4.359e-02	8.315e-01
ENSG00000186866.12	POFUT2	ENST00000476653.1	chr21:46707807-46707807	-	26.87	chr21:46847511-46848050	28.68	-139704	F	F	H3k27ac	0.72216	2.060e-02	2.798e-01	3.548e-02	7.896e-01
ENSG00000186866.12	POFUT2	ENST00000493524.1	chr21:46707811-46707811	-	26.68	chr21:46847511-46848050	28.68	-139700	F	F	H3k27ac	0.71952	2.060e-02	2.798e-01	3.548e-02	7.896e-01
ENSG00000186866.12	POFUT2	ENST00000493811.1	chr21:46707806-46707806	-	26.87	chr21:46847511-46848050	28.68	-139705	F	F	H3k27ac	0.72216	2.060e-02	2.798e-01	3.548e-02	7.896e-01
ENSG00000205670.6	FAM165B	ENST00000495363.1	chr21:35747860-35747860	+	93.14	chr21:35898945-35899484	35.12	151085	T	F	H3k27ac	-0.72101	2.060e-02	3.025e-01	3.788e-02	8.112e-01
ENSG00000160214.6	RRP1	ENST00000497547.1	chr21:45209394-45209394	+	29.05	chr21:45010043-45010582	2.39	-198812	F	F	H3k27ac	-0.72250	2.060e-02	3.979e-01	4.758e-02	8.449e-01
ENSG00000183421.6	RIPK4	ENST00000352483.2	chr21:43187266-43187266	-	8.39	chr21:43097874-43098173	18.89	89093	F	F	H3k27ac	0.71655	2.132e-02	1.784e-01	2.500e-02	7.417e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16594148-16594487	11.48	-156827	F	F	H3k27ac	0.71441	2.156e-02	3.139e-01	4.057e-02	8.315e-01
ENSG00000215447.3	BX322557.10	ENST00000400362.2	chr21:46707977-46707977	+	40.33	chr21:46783931-46784285	16.11	75954	F	F	H3k27ac	0.71398	2.156e-02	1.522e-01	2.205e-02	7.116e-01
ENSG00000215447.3	BX322557.10	ENST00000454115.2	chr21:46707967-46707967	+	40.18	chr21:46783931-46784285	16.11	75964	F	F	H3k27ac	0.71425	2.156e-02	1.522e-01	2.205e-02	7.116e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16594330-16594869	11.48	-157009	F	F	H3k27ac	0.70997	2.220e-02	3.144e-01	4.162e-02	8.315e-01
ENSG00000182670.9	TTC3	ENST00000399010.1	chr21:38445590-38445590	+	60.80	chr21:38299551-38300090	0.00	-145500	T	F	H3k27ac	0.70806	2.223e-02	2.914e-01	3.912e-02	8.173e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45010043-45010582	2.39	-138212	F	F	H3k27ac	-0.70619	2.267e-02	2.768e-01	3.810e-02	8.112e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45011428-45011967	4.34	-136827	F	F	H3k27ac	-0.70551	2.267e-02	2.740e-01	3.779e-02	8.112e-01
ENSG00000182670.9	TTC3	ENST00000540756.1	chr21:38445581-38445581	+	60.71	chr21:38299551-38300090	0.00	-145491	T	F	H3k27ac	0.70626	2.267e-02	2.914e-01	3.977e-02	8.250e-01
ENSG00000159200.12	RCAN1	ENST00000381132.2	chr21:35899261-35899261	-	13.34	chr21:35898945-35899484	35.12	0	T	T	H3k4me3	0.57537	2.330e-02	2.123e-01	3.121e-02	7.805e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45010043-45010582	2.39	-138216	F	F	H3k27ac	-0.70325	2.418e-02	2.768e-01	4.020e-02	8.282e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45011428-45011967	4.34	-136831	F	F	H3k27ac	-0.70248	2.418e-02	2.741e-01	3.987e-02	8.251e-01
ENSG00000157554.14	ERG	ENST00000288319.7	chr21:39870407-39870407	-	68.27	chr21:39715695-39715953	23.47	154454	F	F	H3k27ac	0.70114	2.490e-02	3.091e-01	4.515e-02	8.315e-01
ENSG00000154640.10	BTG3	ENST00000339775.6	chr21:18985162-18985162	-	6.11	chr21:18899437-18899976	31.42	85186	T	F	H3k27ac	-0.70067	2.490e-02	1.708e-01	2.747e-02	7.506e-01
ENSG00000157554.14	ERG	ENST00000398907.1	chr21:39870366-39870366	-	64.08	chr21:39715695-39715953	23.47	154413	F	F	H3k27ac	0.70101	2.490e-02	3.090e-01	4.514e-02	8.315e-01
ENSG00000157554.14	ERG	ENST00000429727.2	chr21:39870345-39870345	-	38.77	chr21:39715695-39715953	23.47	154392	F	F	H3k27ac	0.70117	2.490e-02	3.090e-01	4.513e-02	8.315e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44839299-44839838	33.68	-26643	F	F	H3k27ac	0.70078	2.490e-02	5.380e-02	1.020e-02	6.040e-01
ENSG00000157554.14	ERG	ENST00000453032.2	chr21:39870400-39870400	-	69.59	chr21:39715695-39715953	23.47	154447	F	F	H3k27ac	0.70084	2.490e-02	3.091e-01	4.515e-02	8.315e-01
ENSG00000157554.14	ERG	ENST00000481609.1	chr21:39870380-39870380	-	69.26	chr21:39715695-39715953	23.47	154427	F	F	H3k27ac	0.70117	2.490e-02	3.090e-01	4.514e-02	8.315e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44860419-44861441	21.06	5040	F	T	H3k4me3	0.56171	2.514e-02	1.000e+00	1.177e-01	9.937e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45029623-45029781	17.91	-119000	F	F	H3k27ac	-0.69886	2.517e-02	2.381e-01	3.666e-02	8.026e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44760573-44761004	7.42	86004	F	F	H3k27ac	0.69276	2.520e-02	1.724e-01	2.797e-02	7.526e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44914527-44914700	16.37	-67519	F	F	H3k27ac	0.69754	2.520e-02	1.352e-01	2.277e-02	7.212e-01
ENSG00000182670.9	TTC3	ENST00000463216.1	chr21:38445577-38445577	+	63.64	chr21:38299551-38300090	0.00	-145487	T	F	H3k27ac	0.68707	2.528e-02	2.914e-01	4.354e-02	8.315e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44761226-44761652	7.42	85356	F	F	H3k27ac	0.68118	2.535e-02	1.711e-01	2.793e-02	7.526e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40166005-40166544	12.14	-11331	F	F	H3k27ac	0.68103	2.535e-02	2.319e-02	4.961e-03	5.244e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45029623-45029781	17.91	-119013	F	F	H3k27ac	-0.68290	2.535e-02	2.381e-01	3.689e-02	8.026e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44866102-44866528	31.28	-19094	F	F	H3k27ac	0.67859	2.546e-02	3.860e-02	7.787e-03	5.716e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44866102-44866545	31.28	-19094	F	F	H3k27ac	0.68000	2.546e-02	3.861e-02	7.790e-03	5.716e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44751994-44752310	18.69	-114171	F	F	H3k27ac	0.67806	2.546e-02	2.286e-01	3.577e-02	7.925e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45029623-45029781	17.91	-119017	F	F	H3k27ac	-0.67980	2.546e-02	2.382e-01	3.701e-02	8.026e-01
ENSG00000159200.12	RCAN1	ENST00000481448.1	chr21:35899148-35899148	-	527.54	chr21:35898945-35899484	35.12	0	T	T	H3k27ac	0.67680	2.549e-02	5.387e-04	1.675e-04	2.369e-01
ENSG00000166979.8	C21orf63	ENST00000481638.1	chr21:33785072-33785072	+	6.31	chr21:33829738-33830277	16.14	44666	F	F	H3k27ac	0.67653	2.549e-02	8.982e-02	1.621e-02	6.427e-01
ENSG00000186866.12	POFUT2	ENST00000468360.1	chr21:46707799-46707799	-	32.61	chr21:46785643-46786182	37.12	-77844	F	F	H3k27ac	0.66090	2.695e-02	1.561e-01	2.723e-02	7.506e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45059582-45060121	4.18	-88673	F	F	H3k27ac	-0.66133	2.695e-02	1.778e-01	3.038e-02	7.646e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45059582-45060121	4.18	-88677	F	F	H3k27ac	-0.66059	2.695e-02	1.778e-01	3.038e-02	7.646e-01
ENSG00000182670.9	TTC3	ENST00000355666.1	chr21:38445571-38445571	+	66.13	chr21:38299551-38300090	0.00	-145481	T	F	H3k27ac	0.65897	2.696e-02	2.913e-01	4.592e-02	8.362e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39631260-39631799	22.78	-12630	F	F	H3k27ac	0.65950	2.696e-02	2.579e-02	5.750e-03	5.303e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45059582-45060121	4.18	-88660	F	F	H3k27ac	-0.65690	2.697e-02	1.778e-01	3.040e-02	7.646e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39630999-39631538	22.78	-12891	F	F	H3k27ac	0.65763	2.697e-02	2.631e-02	5.854e-03	5.303e-01
